Bait	Prey	#Rep	#Pep	#Frag	AvgP	BFDR
MEPCE	gi|38455427|gn|CCT4:10575| T-complex protein 1 subunit delta isoform a [Homo sapiens]	3	2	5|5	0.1208924	0.5366410
EIF4A2	gi|384871702|gn|MSH2:4436| DNA mismatch repair protein Msh2 isoform 2 [Homo sapiens]	3	1	5	0.1300861	0.5296312
MEPCE	gi|384871702|gn|MSH2:4436| DNA mismatch repair protein Msh2 isoform 2 [Homo sapiens]	3	1	5	0.5184700	0.1810333
EIF4A2	gi|38488727|gn|RSRC1:51319| serine/Arginine-related protein 53 isoform 1 [Homo sapiens]	3	2	5|5	0.0282016	0.6059278
MEPCE	gi|38488727|gn|RSRC1:51319| serine/Arginine-related protein 53 isoform 1 [Homo sapiens]	3	2	5|5	0.0608508	0.5838147
EIF4A2	gi|385298680|gn|EFTUD2:9343| 116 kDa U5 small nuclear ribonucleoprotein component isoform c [Homo sapiens]	3	28	5|5|5|5|5|5|5|5|5|5|5|5|10|5|5|5|5|5|5|5|5|5|5|5|5|5|10|5	0.4393291	0.2439666
MEPCE	gi|385298680|gn|EFTUD2:9343| 116 kDa U5 small nuclear ribonucleoprotein component isoform c [Homo sapiens]	3	28	5|5|5|5|5|5|5|5|5|5|5|5|10|5|5|5|5|5|5|5|5|5|5|5|5|5|10|5	0.8674005	0.0260625
EIF4A2	gi|38569394|gn|IKBKAP:8518| elongator complex protein 1 [Homo sapiens]	3	1	5	0.3498445	0.3210172
MEPCE	gi|38569394|gn|IKBKAP:8518| elongator complex protein 1 [Homo sapiens]	3	1	5	0.3559575	0.3147515
EIF4A2	gi|38569421|gn|ACLY:47| ATP-citrate synthase isoform 1 [Homo sapiens]	3	31	5|5|5|5|10|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.2381533	0.4291189
MEPCE	gi|38569421|gn|ACLY:47| ATP-citrate synthase isoform 1 [Homo sapiens]	3	31	5|5|5|5|10|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.4782891	0.2098906
EIF4A2	gi|386642862|gn|TARS:6897| threonine--tRNA ligase, cytoplasmic isoform 2 [Homo sapiens]	3	5	5|5|5|5|5	0.5621999	0.1580372
MEPCE	gi|386642862|gn|TARS:6897| threonine--tRNA ligase, cytoplasmic isoform 2 [Homo sapiens]	3	5	5|5|5|5|5	0.2422127	0.4253253
EIF4A2	gi|386781688|gn|SRP68:6730| signal recognition particle 68 kDa protein isoform 2 [Homo sapiens]	3	1	5	0.5413016	0.1683140
MEPCE	gi|386781688|gn|SRP68:6730| signal recognition particle 68 kDa protein isoform 2 [Homo sapiens]	3	1	5	0.2665689	0.4005057
EIF4A2	gi|38679892|gn|PIN4:5303| peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 isoform 1 [Homo sapiens]	3	4	5|5|5|5	0.4015059	0.2730665
MEPCE	gi|38679892|gn|PIN4:5303| peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 isoform 1 [Homo sapiens]	3	4	5|5|5|5	0.2247558	0.4445382
EIF4A2	gi|38683855|gn|PTCD3:55037| pentatricopeptide repeat-containing protein 3, mitochondrial precursor [Homo sapiens]	3	3	5|5|5	0.3211685	0.3476281
MEPCE	gi|38683855|gn|PTCD3:55037| pentatricopeptide repeat-containing protein 3, mitochondrial precursor [Homo sapiens]	3	3	5|5|5	0.3174692	0.3511339
EIF4A2	gi|386869503|gn|RPS3:6188| 40S ribosomal protein S3 isoform 2 [Homo sapiens]	3	8	5|5|5|5|5|5|5|5	0.7569076	0.0663002
MEPCE	gi|386869503|gn|RPS3:6188| 40S ribosomal protein S3 isoform 2 [Homo sapiens]	3	8	5|5|5|5|5|5|5|5	0.9690113	0.0056076
EIF4A2	gi|386869506|gn|RPS3:6188| 40S ribosomal protein S3 isoform 3 [Homo sapiens]	3	9	5|5|5|5|5|5|5|5|5	0.8150056	0.0426089
MEPCE	gi|386869506|gn|RPS3:6188| 40S ribosomal protein S3 isoform 3 [Homo sapiens]	3	9	5|5|5|5|5|5|5|5|5	0.8973703	0.0195706
EIF4A2	gi|387527974|gn|DCTN2:10540| dynactin subunit 2 isoform 3 [Homo sapiens]	3	11	5|5|5|5|5|5|5|5|5|5|5	0.1128720	0.5438891
MEPCE	gi|387527974|gn|DCTN2:10540| dynactin subunit 2 isoform 3 [Homo sapiens]	3	11	5|5|5|5|5|5|5|5|5|5|5	0.1831749	0.4803518
EIF4A2	gi|387527981|gn|EIF2B3:8891| translation initiation factor eIF-2B subunit gamma isoform 3 [Homo sapiens]	3	1	5	0.4595929	0.2240284
MEPCE	gi|387527981|gn|EIF2B3:8891| translation initiation factor eIF-2B subunit gamma isoform 3 [Homo sapiens]	3	1	5	0.0129232	0.6209832
EIF4A2	gi|387849036|gn|NSRP1:84081| nuclear speckle splicing regulatory protein 1 isoform 2 [Homo sapiens]	3	8	5|5|5|5|5|5|5|5	0.1838757	0.4796969
MEPCE	gi|387849036|gn|NSRP1:84081| nuclear speckle splicing regulatory protein 1 isoform 2 [Homo sapiens]	3	8	5|5|5|5|5|5|5|5	0.1780182	0.4855474
EIF4A2	gi|388240786|gn|PFDN6:10471| prefoldin subunit 6 [Homo sapiens]	3	1	5	0.3148298	0.3542868
MEPCE	gi|388240786|gn|PFDN6:10471| prefoldin subunit 6 [Homo sapiens]	3	1	5	0.0693785	0.5786849
EIF4A2	gi|388490152|gn|LARP7:51574| la-related protein 7 isoform 2 [Homo sapiens]	3	31	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|5|5|5|5|5	0.4084172	0.2658805
MEPCE	gi|388490152|gn|LARP7:51574| la-related protein 7 isoform 2 [Homo sapiens]	3	31	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|5|5|5|5|5	0.9999945	0.0000009
EIF4A2	gi|389616156|gn|EIF3C:8663| eukaryotic translation initiation factor 3 subunit C [Homo sapiens]	3	34	5|10|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|5|5|5|5|5|5|5|5|5|5|5	0.9999999	0.0000000
MEPCE	gi|389616156|gn|EIF3C:8663| eukaryotic translation initiation factor 3 subunit C [Homo sapiens]	3	34	5|10|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|5|5|5|5|5|5|5|5|5|5|5	0.3900602	0.2843331
EIF4A2	gi|391224461|gn|PRPF40B:25766| pre-mRNA-processing factor 40 homolog B [Homo sapiens]	3	1	5	1.0000000	0.0000000
MEPCE	gi|391224461|gn|PRPF40B:25766| pre-mRNA-processing factor 40 homolog B [Homo sapiens]	3	1	5	0.0221034	0.6114952
EIF4A2	gi|391353390|gn|SRP72:6731| signal recognition particle 72 kDa protein isoform 2 [Homo sapiens]	3	1	5	0.1672682	0.4955113
MEPCE	gi|391353390|gn|SRP72:6731| signal recognition particle 72 kDa protein isoform 2 [Homo sapiens]	3	1	5	0.3049573	0.3662491
EIF4A2	gi|392494084|gn|EIF6:3692| eukaryotic translation initiation factor 6 isoform a [Homo sapiens]	3	2	5|5	0.8008007	0.0491846
MEPCE	gi|392494084|gn|EIF6:3692| eukaryotic translation initiation factor 6 isoform a [Homo sapiens]	3	2	5|5	0.7950181	0.0509208
EIF4A2	gi|392513652|gn|PAAF1:80227| proteasomal ATPase-associated factor 1 isoform 1 [Homo sapiens]	3	1	5	0.1822693	0.4812235
MEPCE	gi|392513652|gn|PAAF1:80227| proteasomal ATPase-associated factor 1 isoform 1 [Homo sapiens]	3	1	5	0.0625014	0.5821062
EIF4A2	gi|392513662|gn|ILF2:3608| interleukin enhancer-binding factor 2 isoform 2 [Homo sapiens]	3	7	5|5|5|5|5|5|5	0.9308865	0.0121750
MEPCE	gi|392513662|gn|ILF2:3608| interleukin enhancer-binding factor 2 isoform 2 [Homo sapiens]	3	7	5|5|5|5|5|5|5	0.9342517	0.0117112
EIF4A2	gi|392583865|gn|SLIRP:81892| SRA stem-loop-interacting RNA-binding protein, mitochondrial isoform 2 precursor [Homo sapiens]	3	1	5	0.0345784	0.6014701
MEPCE	gi|392583865|gn|SLIRP:81892| SRA stem-loop-interacting RNA-binding protein, mitochondrial isoform 2 precursor [Homo sapiens]	3	1	5	0.1660416	0.4969712
EIF4A2	gi|392583868|gn|SLIRP:81892| SRA stem-loop-interacting RNA-binding protein, mitochondrial isoform 3 precursor [Homo sapiens]	3	1	5	0.1625428	0.5002849
MEPCE	gi|392583868|gn|SLIRP:81892| SRA stem-loop-interacting RNA-binding protein, mitochondrial isoform 3 precursor [Homo sapiens]	3	1	5	0.3727659	0.2985986
EIF4A2	gi|393715091|gn|TUBA1A:7846| tubulin alpha-1A chain isoform 1 [Homo sapiens]	3	36	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.2051239	0.4608745
MEPCE	gi|393715091|gn|TUBA1A:7846| tubulin alpha-1A chain isoform 1 [Homo sapiens]	3	36	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.1340005	0.5259918
EIF4A2	gi|394582093|gn|MCM3:4172| DNA replication licensing factor MCM3 isoform 1 [Homo sapiens]	3	7	5|5|5|5|5|5|5	0.4932223	0.2001550
MEPCE	gi|394582093|gn|MCM3:4172| DNA replication licensing factor MCM3 isoform 1 [Homo sapiens]	3	7	5|5|5|5|5|5|5	0.6409314	0.1186803
EIF4A2	gi|394953893|gn|PSMB6:5694| proteasome subunit beta type-6 isoform 2 proprotein [Homo sapiens]	3	1	5	0.2149992	0.4532670
MEPCE	gi|394953893|gn|PSMB6:5694| proteasome subunit beta type-6 isoform 2 proprotein [Homo sapiens]	3	1	5	0.0073491	0.6287946
EIF4A2	gi|394953908|gn|PSMD11:5717| 26S proteasome non-ATPase regulatory subunit 11 [Homo sapiens]	3	13	5|5|5|5|5|5|5|5|5|5|5|5|5	0.1213689	0.5360766
MEPCE	gi|394953908|gn|PSMD11:5717| 26S proteasome non-ATPase regulatory subunit 11 [Homo sapiens]	3	13	5|5|5|5|5|5|5|5|5|5|5|5|5	0.0875708	0.5653292
EIF4A2	gi|395132450|gn|RPL13A:23521| 60S ribosomal protein L13a isoform 2 [Homo sapiens]	3	3	5|5|5	0.7080839	0.0852438
MEPCE	gi|395132450|gn|RPL13A:23521| 60S ribosomal protein L13a isoform 2 [Homo sapiens]	3	3	5|5|5	0.8079795	0.0447817
EIF4A2	gi|395455051|gn|SREK1:140890| splicing regulatory glutamine/lysine-rich protein 1 isoform c [Homo sapiens]	3	6	5|5|5|5|5|10	0.0592075	0.5856833
MEPCE	gi|395455051|gn|SREK1:140890| splicing regulatory glutamine/lysine-rich protein 1 isoform c [Homo sapiens]	3	6	5|5|5|5|5|10	0.0600389	0.5844957
EIF4A2	gi|395455053|gn|SREK1:140890| splicing regulatory glutamine/lysine-rich protein 1 isoform d [Homo sapiens]	3	4	10|5|5|5	0.3346724	0.3339151
MEPCE	gi|395455053|gn|SREK1:140890| splicing regulatory glutamine/lysine-rich protein 1 isoform d [Homo sapiens]	3	4	10|5|5|5	0.1989319	0.4658959
EIF4A2	gi|39652628|gn|FAM120A:23196| constitutive coactivator of PPAR-gamma-like protein 1 [Homo sapiens]	3	1	5	0.8114168	0.0439044
MEPCE	gi|39652628|gn|FAM120A:23196| constitutive coactivator of PPAR-gamma-like protein 1 [Homo sapiens]	3	1	5	0.4424256	0.2401523
EIF4A2	gi|397174790|gn|LUC7L2:51631| putative RNA-binding protein Luc7-like 2 isoform 4 [Homo sapiens]	3	8	5|5|5|5|5|5|10|5	0.1270088	0.5315340
MEPCE	gi|397174790|gn|LUC7L2:51631| putative RNA-binding protein Luc7-like 2 isoform 4 [Homo sapiens]	3	8	5|5|5|5|5|5|10|5	0.0891606	0.5637488
EIF4A2	gi|39725634|gn|LARP1:23367| la-related protein 1 isoform 1 [Homo sapiens]	3	12	5|5|5|5|5|5|5|5|5|5|5|5	0.9904166	0.0013859
MEPCE	gi|39725634|gn|LARP1:23367| la-related protein 1 isoform 1 [Homo sapiens]	3	12	5|5|5|5|5|5|5|5|5|5|5|5	0.6633474	0.1058185
EIF4A2	gi|39780588|gn|TSR1:55720| pre-rRNA-processing protein TSR1 homolog [Homo sapiens]	3	3	5|5|5	0.1620557	0.5009021
MEPCE	gi|39780588|gn|TSR1:55720| pre-rRNA-processing protein TSR1 homolog [Homo sapiens]	3	3	5|5|5	0.0888957	0.5646278
EIF4A2	gi|39930523|gn|C11orf84:144097| uncharacterized protein C11orf84 [Homo sapiens]	3	5	5|5|10|5|10	0.4290986	0.2506707
MEPCE	gi|39930523|gn|C11orf84:144097| uncharacterized protein C11orf84 [Homo sapiens]	3	5	5|5|10|5|10	0.5529579	0.1629234
EIF4A2	gi|39995082|gn|NSUN2:54888| tRNA (cytosine(34)-C(5))-methyltransferase isoform 1 [Homo sapiens]	3	2	5|5	0.3692207	0.3037069
MEPCE	gi|39995082|gn|NSUN2:54888| tRNA (cytosine(34)-C(5))-methyltransferase isoform 1 [Homo sapiens]	3	2	5|5	0.4895823	0.2020253
EIF4A2	gi|40068518|gn|PGD:5226| 6-phosphogluconate dehydrogenase, decarboxylating [Homo sapiens]	3	6	5|5|10|5|5|5	0.3556433	0.3151030
MEPCE	gi|40068518|gn|PGD:5226| 6-phosphogluconate dehydrogenase, decarboxylating [Homo sapiens]	3	6	5|5|10|5|5|5	0.4400236	0.2427016
EIF4A2	gi|40217847|gn|SNRNP200:23020| U5 small nuclear ribonucleoprotein 200 kDa helicase [Homo sapiens]	3	27	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.4976188	0.1963930
MEPCE	gi|40217847|gn|SNRNP200:23020| U5 small nuclear ribonucleoprotein 200 kDa helicase [Homo sapiens]	3	27	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.8601379	0.0297311
EIF4A2	gi|40254834|gn|KIF1C:10749| kinesin-like protein KIF1C [Homo sapiens]	3	1	5	0.3344906	0.3342488
MEPCE	gi|40254834|gn|KIF1C:10749| kinesin-like protein KIF1C [Homo sapiens]	3	1	5	0.0228280	0.6108441
EIF4A2	gi|40254851|gn|PKN3:29941| serine/threonine-protein kinase N3 [Homo sapiens]	3	3	5|5|5	0.0469086	0.5931028
MEPCE	gi|40254851|gn|PKN3:29941| serine/threonine-protein kinase N3 [Homo sapiens]	3	3	5|5|5	0.2757785	0.3916015
EIF4A2	gi|40254924|gn|LRRC59:55379| leucine-rich repeat-containing protein 59 [Homo sapiens]	3	6	5|5|5|5|5|5	0.7105731	0.0842644
MEPCE	gi|40254924|gn|LRRC59:55379| leucine-rich repeat-containing protein 59 [Homo sapiens]	3	6	5|5|5|5|5|5	0.9232828	0.0150947
EIF4A2	gi|40254978|gn|FIP1L1:81608| pre-mRNA 3'-end-processing factor FIP1 isoform 1 [Homo sapiens]	3	2	5|5	0.3122585	0.3580211
MEPCE	gi|40254978|gn|FIP1L1:81608| pre-mRNA 3'-end-processing factor FIP1 isoform 1 [Homo sapiens]	3	2	5|5	0.2237828	0.4459665
EIF4A2	gi|402794155|gn|PUF60:22827| poly(U)-binding-splicing factor PUF60 isoform f [Homo sapiens]	3	1	5	0.0085115	0.6267833
MEPCE	gi|402794155|gn|PUF60:22827| poly(U)-binding-splicing factor PUF60 isoform f [Homo sapiens]	3	1	5	0.1201883	0.5379539
EIF4A2	gi|402794208|gn|PUF60:22827| poly(U)-binding-splicing factor PUF60 isoform h [Homo sapiens]	3	15	10|5|5|10|5|5|5|5|5|5|5|5|5|5|5	0.2711581	0.3960814
MEPCE	gi|402794208|gn|PUF60:22827| poly(U)-binding-splicing factor PUF60 isoform h [Homo sapiens]	3	15	10|5|5|10|5|5|5|5|5|5|5|5|5|5|5	0.3063894	0.3644381
EIF4A2	gi|40288288|gn|CARM1:10498| histone-arginine methyltransferase CARM1 [Homo sapiens]	3	1	5	0.7313013	0.0770603
MEPCE	gi|40288288|gn|CARM1:10498| histone-arginine methyltransferase CARM1 [Homo sapiens]	3	1	5	0.2605213	0.4067501
EIF4A2	gi|40353734|gn|NPM1:4869| nucleophosmin isoform 2 [Homo sapiens]	3	6	5|5|5|10|5|5	0.6372585	0.1206443
MEPCE	gi|40353734|gn|NPM1:4869| nucleophosmin isoform 2 [Homo sapiens]	3	6	5|5|5|10|5|5	0.9999998	0.0000000
EIF4A2	gi|40354195|gn|KRT18:3875| keratin, type I cytoskeletal 18 [Homo sapiens]	3	1	5	0.8038644	0.0469929
MEPCE	gi|40354195|gn|KRT18:3875| keratin, type I cytoskeletal 18 [Homo sapiens]	3	1	5	0.7864781	0.0540496
EIF4A2	gi|40789249|gn|DARS2:55157| aspartate--tRNA ligase, mitochondrial [Homo sapiens]	3	3	5|5|5	0.2866969	0.3813091
MEPCE	gi|40789249|gn|DARS2:55157| aspartate--tRNA ligase, mitochondrial [Homo sapiens]	3	3	5|5|5	0.2766718	0.3907560
EIF4A2	gi|40805825|gn|COPE:11316| coatomer subunit epsilon isoform b [Homo sapiens]	3	5	5|5|5|5|5	0.3223638	0.3463450
MEPCE	gi|40805825|gn|COPE:11316| coatomer subunit epsilon isoform b [Homo sapiens]	3	5	5|5|5|5|5	0.3255366	0.3444196
EIF4A2	gi|40807485|gn|PRPF6:24148| pre-mRNA-processing factor 6 [Homo sapiens]	3	21	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.4439133	0.2392994
MEPCE	gi|40807485|gn|PRPF6:24148| pre-mRNA-processing factor 6 [Homo sapiens]	3	21	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.9594691	0.0073739
EIF4A2	gi|410170078|gn|LOC100996606:100996606| PREDICTED: uncharacterized protein LOC100996606 [Homo sapiens]	3	1	5	0.2869616	0.3810191
MEPCE	gi|410170078|gn|LOC100996606:100996606| PREDICTED: uncharacterized protein LOC100996606 [Homo sapiens]	3	1	5	0.9999997	0.0000000
EIF4A2	gi|410172437|gn|LOC100996643:100996643| PREDICTED: monofunctional C1-tetrahydrofolate synthase, mitochondrial-like [Homo sapiens]	3	1	5	0.0078995	0.6277135
MEPCE	gi|410172437|gn|LOC100996643:100996643| PREDICTED: monofunctional C1-tetrahydrofolate synthase, mitochondrial-like [Homo sapiens]	3	1	5	0.0673338	0.5800511
EIF4A2	gi|410173613|gn|LOC101059922:101059922| PREDICTED: uncharacterized LOC101059922 [Homo sapiens]	3	1	5	0.0373349	0.5994734
MEPCE	gi|410173613|gn|LOC101059922:101059922| PREDICTED: uncharacterized LOC101059922 [Homo sapiens]	3	1	5	0.1143010	0.5431516
EIF4A2	gi|410991931|gn|PYCR2:29920| pyrroline-5-carboxylate reductase 2 isoform 2 [Homo sapiens]	3	3	5|5|5	0.1987495	0.4665755
MEPCE	gi|410991931|gn|PYCR2:29920| pyrroline-5-carboxylate reductase 2 isoform 2 [Homo sapiens]	3	3	5|5|5	0.2660154	0.4007799
EIF4A2	gi|41281453|gn|SLK:9748| STE20-like serine/threonine-protein kinase [Homo sapiens]	3	1	4	0.8684578	0.0256924
MEPCE	gi|41281453|gn|SLK:9748| STE20-like serine/threonine-protein kinase [Homo sapiens]	3	1	4	0.7301525	0.0775334
EIF4A2	gi|41281798|gn|TAB1:10454| TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 isoform beta [Homo sapiens]	3	2	5|5	0.1308027	0.5292499
MEPCE	gi|41281798|gn|TAB1:10454| TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 isoform beta [Homo sapiens]	3	2	5|5	0.1699826	0.4936272
EIF4A2	gi|41327771|gn|DDX23:9416| probable ATP-dependent RNA helicase DDX23 [Homo sapiens]	3	12	5|5|5|5|5|5|5|5|5|5|5|5	0.4308444	0.2494221
MEPCE	gi|41327771|gn|DDX23:9416| probable ATP-dependent RNA helicase DDX23 [Homo sapiens]	3	12	5|5|5|5|5|5|5|5|5|5|5|5	0.9944476	0.0008799
EIF4A2	gi|41327773|gn|DDX46:9879| probable ATP-dependent RNA helicase DDX46 [Homo sapiens]	3	37	5|5|5|5|5|5|5|5|5|5|5|10|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|5|5|5|5|5|5|5|5|5|5	0.3011390	0.3689487
MEPCE	gi|41327773|gn|DDX46:9879| probable ATP-dependent RNA helicase DDX46 [Homo sapiens]	3	37	5|5|5|5|5|5|5|5|5|5|5|10|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|5|5|5|5|5|5|5|5|5|5	0.2485147	0.4186527
EIF4A2	gi|41327779|gn|DDX55:57696| ATP-dependent RNA helicase DDX55 [Homo sapiens]	3	1	5	0.7821023	0.0558471
MEPCE	gi|41327779|gn|DDX55:57696| ATP-dependent RNA helicase DDX55 [Homo sapiens]	3	1	5	0.8005676	0.0500548
EIF4A2	gi|41393554|gn|LUC7L:55692| putative RNA-binding protein Luc7-like 1 isoform b [Homo sapiens]	3	3	5|5|5	0.0921701	0.5594862
MEPCE	gi|41393554|gn|LUC7L:55692| putative RNA-binding protein Luc7-like 1 isoform b [Homo sapiens]	3	3	5|5|5	0.4428910	0.2397257
EIF4A2	gi|41399285|gn|HSPD1:3329| 60 kDa heat shock protein, mitochondrial [Homo sapiens]	3	23	5|5|5|5|5|5|5|10|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.2032905	0.4624768
MEPCE	gi|41399285|gn|HSPD1:3329| 60 kDa heat shock protein, mitochondrial [Homo sapiens]	3	23	5|5|5|5|5|5|5|10|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.1292158	0.5303930
EIF4A2	gi|414144872|gn|COPZ1:22818| coatomer subunit zeta-1 isoform 3 [Homo sapiens]	3	1	5	0.0050719	0.6324664
MEPCE	gi|414144872|gn|COPZ1:22818| coatomer subunit zeta-1 isoform 3 [Homo sapiens]	3	1	5	0.0207177	0.6127942
EIF4A2	gi|41872631|gn|FASN:2194| fatty acid synthase [Homo sapiens]	3	65	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.3082702	0.3626181
MEPCE	gi|41872631|gn|FASN:2194| fatty acid synthase [Homo sapiens]	3	65	5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|10|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5	0.3753200	0.2948866
EIF4A2	gi|419636284|gn|AP3B1:8546| AP-3 complex subunit beta-1 isoform 2 [Homo sapiens]	3	4	5|5|5|5	0.1203048	0.5373922
MEPCE	gi|419636284|gn|AP3B1:8546| AP-3 complex subunit beta-1 isoform 2 [Homo sapiens]	3	4	5|5|5|5	0.3000607	0.3701425
EIF4A2	gi|422398841|gn|PSMD6:9861| 26S proteasome non-ATPase regulatory subunit 6 isoform 3 [Homo sapiens]	3	6	5|5|5|5|5|5	0.2016223	0.4631624
MEPCE	gi|422398841|gn|PSMD6:9861| 26S proteasome non-ATPase regulatory subunit 6 isoform 3 [Homo sapiens]	3	6	5|5|5|5|5|5	0.0229666	0.6105180
EIF4A2	gi|422398887|gn|DYNC1I2:1781| cytoplasmic dynein 1 intermediate chain 2 isoform 2 [Homo sapiens]	3	1	5	0.2593169	0.4094255
MEPCE	gi|422398887|gn|DYNC1I2:1781| cytoplasmic dynein 1 intermediate chain 2 isoform 2 [Homo sapiens]	3	1	5	0.0353866	0.6006389
EIF4A2	gi|422398894|gn|DYNC1I2:1781| cytoplasmic dynein 1 intermediate chain 2 isoform 4 [Homo sapiens]	3	5	5|5|5|5|5	0.1127430	0.5442578
MEPCE	gi|422398894|gn|DYNC1I2:1781| cytoplasmic dynein 1 intermediate chain 2 isoform 4 [Homo sapiens]	3	5	5|5|5|5|5	0.0770159	0.5722965
EIF4A2	gi|42542379|gn|SRRM1:10250| serine/arginine repetitive matrix protein 1 [Homo sapiens]	3	3	5|5|5	0.3829751	0.2907586
MEPCE	gi|42542379|gn|SRRM1:10250| serine/arginine repetitive matrix protein 1 [Homo sapiens]	3	3	5|5|5	0.7793188	0.0576555
EIF4A2	gi|42544159|gn|HSPH1:10808| heat shock protein 105 kDa [Homo sapiens]	3	14	5|5|5|5|5|10|5|5|5|5|5|5|5|5	0.1482676	0.5124437
MEPCE	gi|42544159|gn|HSPH1:10808| heat shock protein 105 kDa [Homo sapiens]	3	14	5|5|5|5|5|10|5|5|5|5|5|5|5|5	0.1165529	0.5413039
EIF4A2	gi|42558250|gn|CAPRIN1:4076| caprin-1 isoform 1 [Homo sapiens]	3	16	5|5|5|5|5|5|5|5|5|5|5|5|4|5|10|5	0.8671720	0.0268026
MEPCE	gi|42558250|gn|CAPRIN1:4076| caprin-1 isoform 1 [Homo sapiens]	3	16	5|5|5|5|5|5|5|5|5|5|5|5|4|5|10|5	0.3244671	0.3460251
EIF4A2	gi|42558252|gn|CHCHD1:118487| coiled-coil-helix-coiled-coil-helix domain-containing protein 1 [Homo sapiens]	3	1	5	0.0012872	0.6408282
MEPCE	gi|42558252|gn|CHCHD1:118487| coiled-coil-helix-coiled-coil-helix domain-containing protein 1 [Homo sapiens]	3	1	5	0.0047329	0.6332248
EIF4A2	gi|42560244|gn|PPIG:9360| peptidyl-prolyl cis-trans isomerase G [Homo sapiens]	3	1	5	0.0250102	0.6090476
MEPCE	gi|42560244|gn|PPIG:9360| peptidyl-prolyl cis-trans isomerase G [Homo sapiens]	3	1	5	0.3676745	0.3047899
EIF4A2	gi|426214088|gn|RCN2:5955| reticulocalbin-2 isoform b precursor [Homo sapiens]	3	4	5|5|5|5	0.0255703	0.6083927
MEPCE	gi|426214088|gn|RCN2:5955| reticulocalbin-2 isoform b precursor [Homo sapiens]	3	4	5|5|5|5	0.0714062	0.5762778
EIF4A2	gi|42718020|gn|RP9:6100| retinitis pigmentosa 9 protein [Homo sapiens]	3	1	5	0.0979227	0.5562635
MEPCE	gi|42718020|gn|RP9:6100| retinitis pigmentosa 9 protein [Homo sapiens]	3	1	5	0.8637166	0.0286272
EIF4A2	gi|42741682|gn|ZRANB2:9406| zinc finger Ran-binding domain-containing protein 2 isoform 2 [Homo sapiens]	3	5	5|5|5|5|5	0.1516531	0.5098357
MEPCE	gi|42741682|gn|ZRANB2:9406| zinc finger Ran-binding domain-containing protein 2 isoform 2 [Homo sapiens]	3	5	5|5|5|5|5	0.7238388	0.0803957
EIF4A2	gi|42794754|gn|ACSL3:2181| long-chain-fatty-acid--CoA ligase 3 [Homo sapiens]	3	1	5	0.1042743	0.5501199
MEPCE	gi|42794754|gn|ACSL3:2181| long-chain-fatty-acid--CoA ligase 3 [Homo sapiens]	3	1	5	0.2524207	0.4142038
EIF4A2	gi|428673536|gn|KHDRBS1:10657| KH domain-containing, RNA-binding, signal transduction-associated protein 1 isoform 2 [Homo sapiens]	3	9	5|5|5|5|5|5|5|5|5	0.4647985	0.2186064
MEPCE	gi|428673536|gn|KHDRBS1:10657| KH domain-containing, RNA-binding, signal transduction-associated protein 1 isoform 2 [Homo sapiens]	3	9	5|5|5|5|5|5|5|5|5	0.5994809	0.1378078
