Bait	Prey	#Rep	#Pep	AvgP	BFDR
EIF4A2	gi|384475556|gn|HARS:3035| histidine--tRNA ligase, cytoplasmic isoform 4 [Homo sapiens]	3	3	0.0795646	0.5090321
MEPCE	gi|384475556|gn|HARS:3035| histidine--tRNA ligase, cytoplasmic isoform 4 [Homo sapiens]	3	3	0.0779998	0.5117999
EIF4A2	gi|38455427|gn|CCT4:10575| T-complex protein 1 subunit delta isoform a [Homo sapiens]	3	2	0.1435318	0.4459008
MEPCE	gi|38455427|gn|CCT4:10575| T-complex protein 1 subunit delta isoform a [Homo sapiens]	3	2	0.0702247	0.5187584
EIF4A2	gi|384871702|gn|MSH2:4436| DNA mismatch repair protein Msh2 isoform 2 [Homo sapiens]	3	1	0.0557729	0.5323480
MEPCE	gi|384871702|gn|MSH2:4436| DNA mismatch repair protein Msh2 isoform 2 [Homo sapiens]	3	1	0.1931046	0.4017837
EIF4A2	gi|38488727|gn|RSRC1:51319| serine/Arginine-related protein 53 isoform 1 [Homo sapiens]	3	2	0.0090325	0.6073608
MEPCE	gi|38488727|gn|RSRC1:51319| serine/Arginine-related protein 53 isoform 1 [Homo sapiens]	3	2	0.0045323	0.6273015
EIF4A2	gi|385298680|gn|EFTUD2:9343| 116 kDa U5 small nuclear ribonucleoprotein component isoform c [Homo sapiens]	3	28	0.3992305	0.2261484
MEPCE	gi|385298680|gn|EFTUD2:9343| 116 kDa U5 small nuclear ribonucleoprotein component isoform c [Homo sapiens]	3	28	0.9452094	0.0058937
EIF4A2	gi|38569394|gn|IKBKAP:8518| elongator complex protein 1 [Homo sapiens]	3	1	0.3395649	0.2707639
MEPCE	gi|38569394|gn|IKBKAP:8518| elongator complex protein 1 [Homo sapiens]	3	1	0.9999721	0.0000011
EIF4A2	gi|38569421|gn|ACLY:47| ATP-citrate synthase isoform 1 [Homo sapiens]	3	31	0.1883787	0.4056427
MEPCE	gi|38569421|gn|ACLY:47| ATP-citrate synthase isoform 1 [Homo sapiens]	3	31	0.6125650	0.1116789
EIF4A2	gi|386642862|gn|TARS:6897| threonine--tRNA ligase, cytoplasmic isoform 2 [Homo sapiens]	3	5	0.6854752	0.0710862
MEPCE	gi|386642862|gn|TARS:6897| threonine--tRNA ligase, cytoplasmic isoform 2 [Homo sapiens]	3	5	0.3397741	0.2698955
EIF4A2	gi|386781688|gn|SRP68:6730| signal recognition particle 68 kDa protein isoform 2 [Homo sapiens]	3	1	0.4915983	0.1709953
MEPCE	gi|386781688|gn|SRP68:6730| signal recognition particle 68 kDa protein isoform 2 [Homo sapiens]	3	1	0.0888155	0.4982435
EIF4A2	gi|38679892|gn|PIN4:5303| peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 isoform 1 [Homo sapiens]	3	4	0.4856974	0.1749255
MEPCE	gi|38679892|gn|PIN4:5303| peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 isoform 1 [Homo sapiens]	3	4	0.2832312	0.3234090
EIF4A2	gi|38683855|gn|PTCD3:55037| pentatricopeptide repeat-containing protein 3, mitochondrial precursor [Homo sapiens]	3	3	0.2357420	0.3629380
MEPCE	gi|38683855|gn|PTCD3:55037| pentatricopeptide repeat-containing protein 3, mitochondrial precursor [Homo sapiens]	3	3	0.1543364	0.4367163
EIF4A2	gi|386869503|gn|RPS3:6188| 40S ribosomal protein S3 isoform 2 [Homo sapiens]	3	8	0.9836530	0.0014802
MEPCE	gi|386869503|gn|RPS3:6188| 40S ribosomal protein S3 isoform 2 [Homo sapiens]	3	8	0.9999600	0.0000016
EIF4A2	gi|386869506|gn|RPS3:6188| 40S ribosomal protein S3 isoform 3 [Homo sapiens]	3	9	0.9868558	0.0009807
MEPCE	gi|386869506|gn|RPS3:6188| 40S ribosomal protein S3 isoform 3 [Homo sapiens]	3	9	0.9404626	0.0066928
EIF4A2	gi|387527974|gn|DCTN2:10540| dynactin subunit 2 isoform 3 [Homo sapiens]	3	11	0.0797755	0.5087792
MEPCE	gi|387527974|gn|DCTN2:10540| dynactin subunit 2 isoform 3 [Homo sapiens]	3	11	0.1838437	0.4088441
EIF4A2	gi|387527981|gn|EIF2B3:8891| translation initiation factor eIF-2B subunit gamma isoform 3 [Homo sapiens]	3	1	0.6312526	0.1035445
MEPCE	gi|387527981|gn|EIF2B3:8891| translation initiation factor eIF-2B subunit gamma isoform 3 [Homo sapiens]	3	1	0.0098529	0.6045707
EIF4A2	gi|387849036|gn|NSRP1:84081| nuclear speckle splicing regulatory protein 1 isoform 2 [Homo sapiens]	3	8	0.0852817	0.5023900
MEPCE	gi|387849036|gn|NSRP1:84081| nuclear speckle splicing regulatory protein 1 isoform 2 [Homo sapiens]	3	8	0.1708833	0.4202236
EIF4A2	gi|388240786|gn|PFDN6:10471| prefoldin subunit 6 [Homo sapiens]	3	1	0.0151573	0.5860500
MEPCE	gi|388240786|gn|PFDN6:10471| prefoldin subunit 6 [Homo sapiens]	3	1	0.0009481	0.6542830
EIF4A2	gi|388490152|gn|LARP7:51574| la-related protein 7 isoform 2 [Homo sapiens]	3	31	0.3603261	0.2562937
MEPCE	gi|388490152|gn|LARP7:51574| la-related protein 7 isoform 2 [Homo sapiens]	3	31	1.0000000	0.0000000
EIF4A2	gi|389616156|gn|EIF3C:8663| eukaryotic translation initiation factor 3 subunit C [Homo sapiens]	3	34	1.0000000	0.0000000
MEPCE	gi|389616156|gn|EIF3C:8663| eukaryotic translation initiation factor 3 subunit C [Homo sapiens]	3	34	0.3958885	0.2284868
EIF4A2	gi|391224461|gn|PRPF40B:25766| pre-mRNA-processing factor 40 homolog B [Homo sapiens]	3	1	1.0000000	0.0000000
MEPCE	gi|391224461|gn|PRPF40B:25766| pre-mRNA-processing factor 40 homolog B [Homo sapiens]	3	1	0.0182971	0.5794724
EIF4A2	gi|391353390|gn|SRP72:6731| signal recognition particle 72 kDa protein isoform 2 [Homo sapiens]	3	1	0.0798135	0.5085261
MEPCE	gi|391353390|gn|SRP72:6731| signal recognition particle 72 kDa protein isoform 2 [Homo sapiens]	3	1	0.1270449	0.4623621
EIF4A2	gi|392494084|gn|EIF6:3692| eukaryotic translation initiation factor 6 isoform a [Homo sapiens]	3	2	0.8129659	0.0309009
MEPCE	gi|392494084|gn|EIF6:3692| eukaryotic translation initiation factor 6 isoform a [Homo sapiens]	3	2	0.8199082	0.0293540
EIF4A2	gi|392513652|gn|PAAF1:80227| proteasomal ATPase-associated factor 1 isoform 1 [Homo sapiens]	3	1	0.0149492	0.5866580
MEPCE	gi|392513652|gn|PAAF1:80227| proteasomal ATPase-associated factor 1 isoform 1 [Homo sapiens]	3	1	0.0057327	0.6202831
EIF4A2	gi|392513662|gn|ILF2:3608| interleukin enhancer-binding factor 2 isoform 2 [Homo sapiens]	3	7	0.9939521	0.0003596
MEPCE	gi|392513662|gn|ILF2:3608| interleukin enhancer-binding factor 2 isoform 2 [Homo sapiens]	3	7	0.9999999	0.0000000
EIF4A2	gi|392583865|gn|SLIRP:81892| SRA stem-loop-interacting RNA-binding protein, mitochondrial isoform 2 precursor [Homo sapiens]	3	1	0.0122941	0.5953941
MEPCE	gi|392583865|gn|SLIRP:81892| SRA stem-loop-interacting RNA-binding protein, mitochondrial isoform 2 precursor [Homo sapiens]	3	1	0.0393819	0.5521092
EIF4A2	gi|392583868|gn|SLIRP:81892| SRA stem-loop-interacting RNA-binding protein, mitochondrial isoform 3 precursor [Homo sapiens]	3	1	0.1937649	0.4011363
MEPCE	gi|392583868|gn|SLIRP:81892| SRA stem-loop-interacting RNA-binding protein, mitochondrial isoform 3 precursor [Homo sapiens]	3	1	0.2911024	0.3168719
EIF4A2	gi|393715091|gn|TUBA1A:7846| tubulin alpha-1A chain isoform 1 [Homo sapiens]	3	36	0.1586281	0.4325036
MEPCE	gi|393715091|gn|TUBA1A:7846| tubulin alpha-1A chain isoform 1 [Homo sapiens]	3	36	0.0763488	0.5130502
EIF4A2	gi|394582093|gn|MCM3:4172| DNA replication licensing factor MCM3 isoform 1 [Homo sapiens]	3	7	0.6551714	0.0930858
MEPCE	gi|394582093|gn|MCM3:4172| DNA replication licensing factor MCM3 isoform 1 [Homo sapiens]	3	7	0.5776227	0.1259899
EIF4A2	gi|394953893|gn|PSMB6:5694| proteasome subunit beta type-6 isoform 2 proprotein [Homo sapiens]	3	1	0.0148320	0.5870624
MEPCE	gi|394953893|gn|PSMB6:5694| proteasome subunit beta type-6 isoform 2 proprotein [Homo sapiens]	3	1	0.0029926	0.6371512
EIF4A2	gi|394953908|gn|PSMD11:5717| 26S proteasome non-ATPase regulatory subunit 11 [Homo sapiens]	3	13	0.0742847	0.5152931
MEPCE	gi|394953908|gn|PSMD11:5717| 26S proteasome non-ATPase regulatory subunit 11 [Homo sapiens]	3	13	0.0146212	0.5888734
EIF4A2	gi|395132450|gn|RPL13A:23521| 60S ribosomal protein L13a isoform 2 [Homo sapiens]	3	3	0.7639617	0.0427774
MEPCE	gi|395132450|gn|RPL13A:23521| 60S ribosomal protein L13a isoform 2 [Homo sapiens]	3	3	0.9941843	0.0003370
EIF4A2	gi|395455051|gn|SREK1:140890| splicing regulatory glutamine/lysine-rich protein 1 isoform c [Homo sapiens]	3	6	0.0060814	0.6188851
MEPCE	gi|395455051|gn|SREK1:140890| splicing regulatory glutamine/lysine-rich protein 1 isoform c [Homo sapiens]	3	6	0.0085435	0.6095679
EIF4A2	gi|395455053|gn|SREK1:140890| splicing regulatory glutamine/lysine-rich protein 1 isoform d [Homo sapiens]	3	4	0.1418874	0.4473700
MEPCE	gi|395455053|gn|SREK1:140890| splicing regulatory glutamine/lysine-rich protein 1 isoform d [Homo sapiens]	3	4	0.1003511	0.4887917
EIF4A2	gi|39652628|gn|FAM120A:23196| constitutive coactivator of PPAR-gamma-like protein 1 [Homo sapiens]	3	1	1.0000000	0.0000000
MEPCE	gi|39652628|gn|FAM120A:23196| constitutive coactivator of PPAR-gamma-like protein 1 [Homo sapiens]	3	1	0.3051932	0.3018787
EIF4A2	gi|397174790|gn|LUC7L2:51631| putative RNA-binding protein Luc7-like 2 isoform 4 [Homo sapiens]	3	8	0.0716823	0.5175234
MEPCE	gi|397174790|gn|LUC7L2:51631| putative RNA-binding protein Luc7-like 2 isoform 4 [Homo sapiens]	3	8	0.0657321	0.5229279
EIF4A2	gi|39725634|gn|LARP1:23367| la-related protein 1 isoform 1 [Homo sapiens]	3	12	0.9984463	0.0001048
MEPCE	gi|39725634|gn|LARP1:23367| la-related protein 1 isoform 1 [Homo sapiens]	3	12	0.7420648	0.0497237
EIF4A2	gi|39780588|gn|TSR1:55720| pre-rRNA-processing protein TSR1 homolog [Homo sapiens]	3	3	0.1524624	0.4391057
MEPCE	gi|39780588|gn|TSR1:55720| pre-rRNA-processing protein TSR1 homolog [Homo sapiens]	3	3	0.1099772	0.4826821
EIF4A2	gi|39930523|gn|C11orf84:144097| uncharacterized protein C11orf84 [Homo sapiens]	3	5	0.2925056	0.3157085
MEPCE	gi|39930523|gn|C11orf84:144097| uncharacterized protein C11orf84 [Homo sapiens]	3	5	0.5471350	0.1345063
EIF4A2	gi|39995082|gn|NSUN2:54888| tRNA (cytosine(34)-C(5))-methyltransferase isoform 1 [Homo sapiens]	3	2	0.3434372	0.2664007
MEPCE	gi|39995082|gn|NSUN2:54888| tRNA (cytosine(34)-C(5))-methyltransferase isoform 1 [Homo sapiens]	3	2	0.4717749	0.1803417
EIF4A2	gi|40068518|gn|PGD:5226| 6-phosphogluconate dehydrogenase, decarboxylating [Homo sapiens]	3	6	0.1560491	0.4358177
MEPCE	gi|40068518|gn|PGD:5226| 6-phosphogluconate dehydrogenase, decarboxylating [Homo sapiens]	3	6	0.3959615	0.2280197
EIF4A2	gi|40217847|gn|SNRNP200:23020| U5 small nuclear ribonucleoprotein 200 kDa helicase [Homo sapiens]	3	27	0.4258978	0.2071225
MEPCE	gi|40217847|gn|SNRNP200:23020| U5 small nuclear ribonucleoprotein 200 kDa helicase [Homo sapiens]	3	27	0.9346625	0.0072057
EIF4A2	gi|40254834|gn|KIF1C:10749| kinesin-like protein KIF1C [Homo sapiens]	3	1	0.1233517	0.4671347
MEPCE	gi|40254834|gn|KIF1C:10749| kinesin-like protein KIF1C [Homo sapiens]	3	1	0.0018252	0.6462194
EIF4A2	gi|40254851|gn|PKN3:29941| serine/threonine-protein kinase N3 [Homo sapiens]	3	3	0.0057732	0.6201088
MEPCE	gi|40254851|gn|PKN3:29941| serine/threonine-protein kinase N3 [Homo sapiens]	3	3	0.3333738	0.2801584
EIF4A2	gi|40254924|gn|LRRC59:55379| leucine-rich repeat-containing protein 59 [Homo sapiens]	3	6	0.7674214	0.0418742
MEPCE	gi|40254924|gn|LRRC59:55379| leucine-rich repeat-containing protein 59 [Homo sapiens]	3	6	0.9931162	0.0004311
EIF4A2	gi|40254978|gn|FIP1L1:81608| pre-mRNA 3'-end-processing factor FIP1 isoform 1 [Homo sapiens]	3	2	0.4281802	0.2046998
MEPCE	gi|40254978|gn|FIP1L1:81608| pre-mRNA 3'-end-processing factor FIP1 isoform 1 [Homo sapiens]	3	2	0.0235417	0.5721017
EIF4A2	gi|402794155|gn|PUF60:22827| poly(U)-binding-splicing factor PUF60 isoform f [Homo sapiens]	3	1	0.0050173	0.6245915
MEPCE	gi|402794155|gn|PUF60:22827| poly(U)-binding-splicing factor PUF60 isoform f [Homo sapiens]	3	1	0.0355350	0.5554847
EIF4A2	gi|402794208|gn|PUF60:22827| poly(U)-binding-splicing factor PUF60 isoform h [Homo sapiens]	3	15	0.1854685	0.4075648
MEPCE	gi|402794208|gn|PUF60:22827| poly(U)-binding-splicing factor PUF60 isoform h [Homo sapiens]	3	15	0.3158708	0.2945895
EIF4A2	gi|40288288|gn|CARM1:10498| histone-arginine methyltransferase CARM1 [Homo sapiens]	3	1	0.9999942	0.0000003
MEPCE	gi|40288288|gn|CARM1:10498| histone-arginine methyltransferase CARM1 [Homo sapiens]	3	1	0.0238799	0.5712482
EIF4A2	gi|40353734|gn|NPM1:4869| nucleophosmin isoform 2 [Homo sapiens]	3	6	0.5085195	0.1585262
MEPCE	gi|40353734|gn|NPM1:4869| nucleophosmin isoform 2 [Homo sapiens]	3	6	0.9962630	0.0002769
EIF4A2	gi|40354195|gn|KRT18:3875| keratin, type I cytoskeletal 18 [Homo sapiens]	3	1	0.5244622	0.1473242
MEPCE	gi|40354195|gn|KRT18:3875| keratin, type I cytoskeletal 18 [Homo sapiens]	3	1	0.6339918	0.1025857
EIF4A2	gi|40789249|gn|DARS2:55157| aspartate--tRNA ligase, mitochondrial [Homo sapiens]	3	3	0.2792156	0.3268366
MEPCE	gi|40789249|gn|DARS2:55157| aspartate--tRNA ligase, mitochondrial [Homo sapiens]	3	3	0.1424041	0.4467830
EIF4A2	gi|40805825|gn|COPE:11316| coatomer subunit epsilon isoform b [Homo sapiens]	3	5	0.2793930	0.3260763
MEPCE	gi|40805825|gn|COPE:11316| coatomer subunit epsilon isoform b [Homo sapiens]	3	5	0.2932333	0.3153206
EIF4A2	gi|40807485|gn|PRPF6:24148| pre-mRNA-processing factor 6 [Homo sapiens]	3	21	0.3298201	0.2839115
MEPCE	gi|40807485|gn|PRPF6:24148| pre-mRNA-processing factor 6 [Homo sapiens]	3	21	0.9903949	0.0006039
EIF4A2	gi|410170078|gn|LOC100996606:100996606| PREDICTED: uncharacterized protein LOC100996606 [Homo sapiens]	3	1	0.3749257	0.2441810
MEPCE	gi|410170078|gn|LOC100996606:100996606| PREDICTED: uncharacterized protein LOC100996606 [Homo sapiens]	3	1	1.0000000	0.0000000
EIF4A2	gi|410172437|gn|LOC100996643:100996643| PREDICTED: monofunctional C1-tetrahydrofolate synthase, mitochondrial-like [Homo sapiens]	3	1	0.0014918	0.6490970
MEPCE	gi|410172437|gn|LOC100996643:100996643| PREDICTED: monofunctional C1-tetrahydrofolate synthase, mitochondrial-like [Homo sapiens]	3	1	0.0429492	0.5484764
EIF4A2	gi|410173613|gn|LOC101059922:101059922| PREDICTED: uncharacterized LOC101059922 [Homo sapiens]	3	1	0.0013334	0.6504446
MEPCE	gi|410173613|gn|LOC101059922:101059922| PREDICTED: uncharacterized LOC101059922 [Homo sapiens]	3	1	0.0004736	0.6601744
EIF4A2	gi|410991931|gn|PYCR2:29920| pyrroline-5-carboxylate reductase 2 isoform 2 [Homo sapiens]	3	3	0.1701751	0.4208472
MEPCE	gi|410991931|gn|PYCR2:29920| pyrroline-5-carboxylate reductase 2 isoform 2 [Homo sapiens]	3	3	0.2219230	0.3748009
EIF4A2	gi|41281453|gn|SLK:9748| STE20-like serine/threonine-protein kinase [Homo sapiens]	3	1	0.9994044	0.0000327
MEPCE	gi|41281453|gn|SLK:9748| STE20-like serine/threonine-protein kinase [Homo sapiens]	3	1	0.8110100	0.0312922
EIF4A2	gi|41281798|gn|TAB1:10454| TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 isoform beta [Homo sapiens]	3	2	0.0618241	0.5273030
MEPCE	gi|41281798|gn|TAB1:10454| TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 isoform beta [Homo sapiens]	3	2	0.0146475	0.5886729
EIF4A2	gi|41327771|gn|DDX23:9416| probable ATP-dependent RNA helicase DDX23 [Homo sapiens]	3	12	0.4010893	0.2242723
MEPCE	gi|41327771|gn|DDX23:9416| probable ATP-dependent RNA helicase DDX23 [Homo sapiens]	3	12	0.9998727	0.0000060
EIF4A2	gi|41327773|gn|DDX46:9879| probable ATP-dependent RNA helicase DDX46 [Homo sapiens]	3	37	0.2152829	0.3816242
MEPCE	gi|41327773|gn|DDX46:9879| probable ATP-dependent RNA helicase DDX46 [Homo sapiens]	3	37	0.2050507	0.3906597
EIF4A2	gi|41327779|gn|DDX55:57696| ATP-dependent RNA helicase DDX55 [Homo sapiens]	3	1	0.6702729	0.0835132
MEPCE	gi|41327779|gn|DDX55:57696| ATP-dependent RNA helicase DDX55 [Homo sapiens]	3	1	0.4313869	0.2017742
EIF4A2	gi|41393554|gn|LUC7L:55692| putative RNA-binding protein Luc7-like 1 isoform b [Homo sapiens]	3	3	0.0640486	0.5246341
MEPCE	gi|41393554|gn|LUC7L:55692| putative RNA-binding protein Luc7-like 1 isoform b [Homo sapiens]	3	3	0.5281206	0.1463037
EIF4A2	gi|41399285|gn|HSPD1:3329| 60 kDa heat shock protein, mitochondrial [Homo sapiens]	3	23	0.1649804	0.4261025
MEPCE	gi|41399285|gn|HSPD1:3329| 60 kDa heat shock protein, mitochondrial [Homo sapiens]	3	23	0.1086128	0.4840143
EIF4A2	gi|414144872|gn|COPZ1:22818| coatomer subunit zeta-1 isoform 3 [Homo sapiens]	3	1	0.0010085	0.6535511
MEPCE	gi|414144872|gn|COPZ1:22818| coatomer subunit zeta-1 isoform 3 [Homo sapiens]	3	1	0.0104452	0.6009839
EIF4A2	gi|41872631|gn|FASN:2194| fatty acid synthase [Homo sapiens]	3	65	0.3342631	0.2784752
MEPCE	gi|41872631|gn|FASN:2194| fatty acid synthase [Homo sapiens]	3	65	0.4318028	0.2012843
EIF4A2	gi|419636284|gn|AP3B1:8546| AP-3 complex subunit beta-1 isoform 2 [Homo sapiens]	3	4	0.0190156	0.5778023
MEPCE	gi|419636284|gn|AP3B1:8546| AP-3 complex subunit beta-1 isoform 2 [Homo sapiens]	3	4	0.3353043	0.2750706
EIF4A2	gi|422398841|gn|PSMD6:9861| 26S proteasome non-ATPase regulatory subunit 6 isoform 3 [Homo sapiens]	3	6	0.0250461	0.5688880
MEPCE	gi|422398841|gn|PSMD6:9861| 26S proteasome non-ATPase regulatory subunit 6 isoform 3 [Homo sapiens]	3	6	0.0106157	0.6000298
EIF4A2	gi|422398887|gn|DYNC1I2:1781| cytoplasmic dynein 1 intermediate chain 2 isoform 2 [Homo sapiens]	3	1	0.0146806	0.5878692
MEPCE	gi|422398887|gn|DYNC1I2:1781| cytoplasmic dynein 1 intermediate chain 2 isoform 2 [Homo sapiens]	3	1	0.0009346	0.6547208
EIF4A2	gi|422398894|gn|DYNC1I2:1781| cytoplasmic dynein 1 intermediate chain 2 isoform 4 [Homo sapiens]	3	5	0.0079286	0.6108455
MEPCE	gi|422398894|gn|DYNC1I2:1781| cytoplasmic dynein 1 intermediate chain 2 isoform 4 [Homo sapiens]	3	5	0.0077492	0.6124772
EIF4A2	gi|42542379|gn|SRRM1:10250| serine/arginine repetitive matrix protein 1 [Homo sapiens]	3	3	0.4130386	0.2166884
MEPCE	gi|42542379|gn|SRRM1:10250| serine/arginine repetitive matrix protein 1 [Homo sapiens]	3	3	0.7762686	0.0378413
EIF4A2	gi|42544159|gn|HSPH1:10808| heat shock protein 105 kDa [Homo sapiens]	3	14	0.1264814	0.4629271
MEPCE	gi|42544159|gn|HSPH1:10808| heat shock protein 105 kDa [Homo sapiens]	3	14	0.1471125	0.4438376
EIF4A2	gi|42558250|gn|CAPRIN1:4076| caprin-1 isoform 1 [Homo sapiens]	3	16	0.8898850	0.0133359
MEPCE	gi|42558250|gn|CAPRIN1:4076| caprin-1 isoform 1 [Homo sapiens]	3	16	0.3141025	0.2958095
EIF4A2	gi|42558252|gn|CHCHD1:118487| coiled-coil-helix-coiled-coil-helix domain-containing protein 1 [Homo sapiens]	3	1	0.0004744	0.6600330
MEPCE	gi|42558252|gn|CHCHD1:118487| coiled-coil-helix-coiled-coil-helix domain-containing protein 1 [Homo sapiens]	3	1	0.0021817	0.6422080
EIF4A2	gi|42560244|gn|PPIG:9360| peptidyl-prolyl cis-trans isomerase G [Homo sapiens]	3	1	0.0007947	0.6563165
MEPCE	gi|42560244|gn|PPIG:9360| peptidyl-prolyl cis-trans isomerase G [Homo sapiens]	3	1	0.6861351	0.0695711
EIF4A2	gi|426214088|gn|RCN2:5955| reticulocalbin-2 isoform b precursor [Homo sapiens]	3	4	0.0055825	0.6209787
MEPCE	gi|426214088|gn|RCN2:5955| reticulocalbin-2 isoform b precursor [Homo sapiens]	3	4	0.0893882	0.4977225
EIF4A2	gi|42718020|gn|RP9:6100| retinitis pigmentosa 9 protein [Homo sapiens]	3	1	0.0152213	0.5858470
MEPCE	gi|42718020|gn|RP9:6100| retinitis pigmentosa 9 protein [Homo sapiens]	3	1	1.0000000	0.0000000
EIF4A2	gi|42741682|gn|ZRANB2:9406| zinc finger Ran-binding domain-containing protein 2 isoform 2 [Homo sapiens]	3	5	0.0272227	0.5656373
MEPCE	gi|42741682|gn|ZRANB2:9406| zinc finger Ran-binding domain-containing protein 2 isoform 2 [Homo sapiens]	3	5	0.8865018	0.0152754
EIF4A2	gi|42794754|gn|ACSL3:2181| long-chain-fatty-acid--CoA ligase 3 [Homo sapiens]	3	1	0.0011556	0.6520784
MEPCE	gi|42794754|gn|ACSL3:2181| long-chain-fatty-acid--CoA ligase 3 [Homo sapiens]	3	1	0.0430928	0.5473327
EIF4A2	gi|428673536|gn|KHDRBS1:10657| KH domain-containing, RNA-binding, signal transduction-associated protein 1 isoform 2 [Homo sapiens]	3	9	0.5393612	0.1396808
MEPCE	gi|428673536|gn|KHDRBS1:10657| KH domain-containing, RNA-binding, signal transduction-associated protein 1 isoform 2 [Homo sapiens]	3	9	0.7202532	0.0559243
EIF4A2	gi|430727947|gn|PPP2R2B:5521| serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B beta isoform isoform e [Homo sapiens]	3	2	0.2745345	0.3309874
MEPCE	gi|430727947|gn|PPP2R2B:5521| serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B beta isoform isoform e [Homo sapiens]	3	2	0.1132398	0.4791963
EIF4A2	gi|431822408|gn|HSP90AB1:3326| heat shock protein HSP 90-beta isoform c [Homo sapiens]	3	45	0.2424242	0.3576284
MEPCE	gi|431822408|gn|HSP90AB1:3326| heat shock protein HSP 90-beta isoform c [Homo sapiens]	3	45	0.2574352	0.3483162
EIF4A2	gi|440309857|gn|TRAP1:10131| heat shock protein 75 kDa, mitochondrial isoform 2 [Homo sapiens]	3	19	0.1085668	0.4842802
MEPCE	gi|440309857|gn|TRAP1:10131| heat shock protein 75 kDa, mitochondrial isoform 2 [Homo sapiens]	3	19	0.0292789	0.5643291
EIF4A2	gi|440918695|gn|USP10:9100| ubiquitin carboxyl-terminal hydrolase 10 isoform 1 [Homo sapiens]	3	7	0.9985653	0.0000795
MEPCE	gi|440918695|gn|USP10:9100| ubiquitin carboxyl-terminal hydrolase 10 isoform 1 [Homo sapiens]	3	7	0.3483588	0.2637772
EIF4A2	gi|441478305|gn|QARS:5859| glutamine--tRNA ligase isoform b [Homo sapiens]	3	3	0.2714667	0.3324916
MEPCE	gi|441478305|gn|QARS:5859| glutamine--tRNA ligase isoform b [Homo sapiens]	3	3	0.1828286	0.4098014
EIF4A2	gi|443497964|gn|PRKAR1A:5573| cAMP-dependent protein kinase type I-alpha regulatory subunit isoform a [Homo sapiens]	3	2	0.0017148	0.6471330
MEPCE	gi|443497964|gn|PRKAR1A:5573| cAMP-dependent protein kinase type I-alpha regulatory subunit isoform a [Homo sapiens]	3	2	0.0024426	0.6400118
EIF4A2	gi|4501885|gn|ACTB:60| actin, cytoplasmic 1 [Homo sapiens]	3	26	0.2632648	0.3406742
MEPCE	gi|4501885|gn|ACTB:60| actin, cytoplasmic 1 [Homo sapiens]	3	26	0.2493221	0.3537080
EIF4A2	gi|4501893|gn|ACTN2:88| alpha-actinin-2 [Homo sapiens]	3	1	0.0058273	0.6199344
MEPCE	gi|4501893|gn|ACTN2:88| alpha-actinin-2 [Homo sapiens]	3	1	0.0040167	0.6296437
EIF4A2	gi|4502023|gn|AKT2:208| RAC-beta serine/threonine-protein kinase isoform 1 [Homo sapiens]	3	3	0.1234916	0.4665765
MEPCE	gi|4502023|gn|AKT2:208| RAC-beta serine/threonine-protein kinase isoform 1 [Homo sapiens]	3	3	0.2976247	0.3110201
EIF4A2	gi|4502027|gn|ALB:213| serum albumin preproprotein [Homo sapiens]	3	1	0.3331792	0.2805776
MEPCE	gi|4502027|gn|ALB:213| serum albumin preproprotein [Homo sapiens]	3	1	0.0166439	0.5823699
EIF4A2	gi|4502209|gn|ARF5:381| ADP-ribosylation factor 5 [Homo sapiens]	3	2	0.0069845	0.6139173
MEPCE	gi|4502209|gn|ARF5:381| ADP-ribosylation factor 5 [Homo sapiens]	3	2	0.0031256	0.6360275
EIF4A2	gi|4502491|gn|C1QBP:708| complement component 1 Q subcomponent-binding protein, mitochondrial precursor [Homo sapiens]	3	66	0.2836903	0.3230268
MEPCE	gi|4502491|gn|C1QBP:708| complement component 1 Q subcomponent-binding protein, mitochondrial precursor [Homo sapiens]	3	66	0.9999985	0.0000001
