Bait	Prey	#Rep	AvgP	BFDR
MEPCE	gi|375493534|gn|CSNK2A1P:283106| casein kinase 2, alpha 1 polypeptide-like [Homo sapiens]	3	0.0211708	0.4827290
EIF4A2	gi|37595752|gn|LBR:3930| lamin-B receptor [Homo sapiens]	3	0.0078729	0.5274799
MEPCE	gi|37595752|gn|LBR:3930| lamin-B receptor [Homo sapiens]	3	1.0000000	0.0000000
EIF4A2	gi|378548190|gn|RPS3:6188| 40S ribosomal protein S3 isoform 1 [Homo sapiens]	3	0.8447377	0.0109494
MEPCE	gi|378548190|gn|RPS3:6188| 40S ribosomal protein S3 isoform 1 [Homo sapiens]	3	0.6946987	0.0358993
EIF4A2	gi|379317177|gn|DDX21:9188| nucleolar RNA helicase 2 isoform 2 [Homo sapiens]	3	1.0000000	0.0000000
MEPCE	gi|379317177|gn|DDX21:9188| nucleolar RNA helicase 2 isoform 2 [Homo sapiens]	3	1.0000000	0.0000000
EIF4A2	gi|38027923|gn|COPS5:10987| COP9 signalosome complex subunit 5 [Homo sapiens]	3	0.1075264	0.3701830
MEPCE	gi|38027923|gn|COPS5:10987| COP9 signalosome complex subunit 5 [Homo sapiens]	3	0.8230027	0.0125160
EIF4A2	gi|38045896|gn|ERC1:23085| ELKS/Rab6-interacting/CAST family member 1 isoform delta [Homo sapiens]	3	0.0188433	0.4878811
MEPCE	gi|38045896|gn|ERC1:23085| ELKS/Rab6-interacting/CAST family member 1 isoform delta [Homo sapiens]	3	0.0001038	0.6648390
EIF4A2	gi|380503835|gn|DDX19B:11269| ATP-dependent RNA helicase DDX19B isoform 4 [Homo sapiens]	3	0.0051777	0.5530182
MEPCE	gi|380503835|gn|DDX19B:11269| ATP-dependent RNA helicase DDX19B isoform 4 [Homo sapiens]	3	0.0000005	0.7295900
EIF4A2	gi|380692328|gn|DDX56:54606| probable ATP-dependent RNA helicase DDX56 isoform 2 [Homo sapiens]	3	0.2970439	0.2543113
MEPCE	gi|380692328|gn|DDX56:54606| probable ATP-dependent RNA helicase DDX56 isoform 2 [Homo sapiens]	3	0.8557009	0.0094802
EIF4A2	gi|380692342|gn|DDX6:1656| probable ATP-dependent RNA helicase DDX6 [Homo sapiens]	3	0.9999131	0.0000038
MEPCE	gi|380692342|gn|DDX6:1656| probable ATP-dependent RNA helicase DDX6 [Homo sapiens]	3	0.0059201	0.5436383
EIF4A2	gi|381342476|gn|HNRNPH1:3187| heterogeneous nuclear ribonucleoprotein H [Homo sapiens]	3	0.6318690	0.0899001
MEPCE	gi|381342476|gn|HNRNPH1:3187| heterogeneous nuclear ribonucleoprotein H [Homo sapiens]	3	0.3615718	0.1822866
EIF4A2	gi|38146107|gn|RSRC2:65117| arginine/serine-rich coiled-coil protein 2 [Homo sapiens]	3	0.0000997	0.6658801
MEPCE	gi|38146107|gn|RSRC2:65117| arginine/serine-rich coiled-coil protein 2 [Homo sapiens]	3	0.0126100	0.5058097
EIF4A2	gi|38201714|gn|ELAVL1:1994| ELAV-like protein 1 [Homo sapiens]	3	1.0000000	0.0000000
MEPCE	gi|38201714|gn|ELAVL1:1994| ELAV-like protein 1 [Homo sapiens]	3	0.4565717	0.1391315
EIF4A2	gi|38202257|gn|GANAB:23193| neutral alpha-glucosidase AB isoform 2 precursor [Homo sapiens]	3	0.2375329	0.2794452
MEPCE	gi|38202257|gn|GANAB:23193| neutral alpha-glucosidase AB isoform 2 precursor [Homo sapiens]	3	0.1784744	0.3149257
EIF4A2	gi|38327039|gn|HSPA4:3308| heat shock 70 kDa protein 4 [Homo sapiens]	3	0.4898346	0.1300260
MEPCE	gi|38327039|gn|HSPA4:3308| heat shock 70 kDa protein 4 [Homo sapiens]	3	0.0004573	0.6273027
EIF4A2	gi|38327625|gn|CS:1431| citrate synthase, mitochondrial precursor [Homo sapiens]	3	0.1901600	0.3064489
MEPCE	gi|38327625|gn|CS:1431| citrate synthase, mitochondrial precursor [Homo sapiens]	3	1.0000000	0.0000000
EIF4A2	gi|38372925|gn|BSG:682| basigin isoform 2 [Homo sapiens]	3	0.0000213	0.6979418
MEPCE	gi|38372925|gn|BSG:682| basigin isoform 2 [Homo sapiens]	3	0.0001423	0.6577295
EIF4A2	gi|384367993|gn|COPS4:51138| COP9 signalosome complex subunit 4 isoform 2 [Homo sapiens]	3	0.0018553	0.5915261
MEPCE	gi|384367993|gn|COPS4:51138| COP9 signalosome complex subunit 4 isoform 2 [Homo sapiens]	3	0.2747261	0.2639344
EIF4A2	gi|384475521|gn|TKT:7086| transketolase isoform 2 [Homo sapiens]	3	0.6734064	0.0484433
MEPCE	gi|384475521|gn|TKT:7086| transketolase isoform 2 [Homo sapiens]	3	0.9394421	0.0029557
EIF4A2	gi|384475556|gn|HARS:3035| histidine--tRNA ligase, cytoplasmic isoform 4 [Homo sapiens]	3	0.0188574	0.4874877
MEPCE	gi|384475556|gn|HARS:3035| histidine--tRNA ligase, cytoplasmic isoform 4 [Homo sapiens]	3	0.0054950	0.5480628
EIF4A2	gi|38455427|gn|CCT4:10575| T-complex protein 1 subunit delta isoform a [Homo sapiens]	3	0.0000001	0.7333892
MEPCE	gi|38455427|gn|CCT4:10575| T-complex protein 1 subunit delta isoform a [Homo sapiens]	3	0.0000000	0.7368686
EIF4A2	gi|384871702|gn|MSH2:4436| DNA mismatch repair protein Msh2 isoform 2 [Homo sapiens]	3	0.0378153	0.4472968
MEPCE	gi|384871702|gn|MSH2:4436| DNA mismatch repair protein Msh2 isoform 2 [Homo sapiens]	3	0.1394467	0.3423057
EIF4A2	gi|38488727|gn|RSRC1:51319| serine/Arginine-related protein 53 isoform 1 [Homo sapiens]	3	0.0000313	0.6917367
MEPCE	gi|38488727|gn|RSRC1:51319| serine/Arginine-related protein 53 isoform 1 [Homo sapiens]	3	0.0000001	0.7334993
EIF4A2	gi|385298680|gn|EFTUD2:9343| 116 kDa U5 small nuclear ribonucleoprotein component isoform c [Homo sapiens]	3	0.0086793	0.5205669
MEPCE	gi|385298680|gn|EFTUD2:9343| 116 kDa U5 small nuclear ribonucleoprotein component isoform c [Homo sapiens]	3	0.2905559	0.2588220
EIF4A2	gi|38569394|gn|IKBKAP:8518| elongator complex protein 1 [Homo sapiens]	3	0.3365776	0.2172974
MEPCE	gi|38569394|gn|IKBKAP:8518| elongator complex protein 1 [Homo sapiens]	3	1.0000000	0.0000000
EIF4A2	gi|38569421|gn|ACLY:47| ATP-citrate synthase isoform 1 [Homo sapiens]	3	0.0000949	0.6672582
MEPCE	gi|38569421|gn|ACLY:47| ATP-citrate synthase isoform 1 [Homo sapiens]	3	0.3683603	0.1795901
EIF4A2	gi|386642862|gn|TARS:6897| threonine--tRNA ligase, cytoplasmic isoform 2 [Homo sapiens]	3	0.6310439	0.0904291
MEPCE	gi|386642862|gn|TARS:6897| threonine--tRNA ligase, cytoplasmic isoform 2 [Homo sapiens]	3	0.0001965	0.6489815
EIF4A2	gi|386781688|gn|SRP68:6730| signal recognition particle 68 kDa protein isoform 2 [Homo sapiens]	3	0.3926112	0.1653627
MEPCE	gi|386781688|gn|SRP68:6730| signal recognition particle 68 kDa protein isoform 2 [Homo sapiens]	3	0.0617695	0.4149763
EIF4A2	gi|38679892|gn|PIN4:5303| peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 isoform 1 [Homo sapiens]	3	0.0044651	0.5584690
MEPCE	gi|38679892|gn|PIN4:5303| peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 isoform 1 [Homo sapiens]	3	0.0002238	0.6468693
EIF4A2	gi|38683855|gn|PTCD3:55037| pentatricopeptide repeat-containing protein 3, mitochondrial precursor [Homo sapiens]	3	0.3327194	0.2316067
MEPCE	gi|38683855|gn|PTCD3:55037| pentatricopeptide repeat-containing protein 3, mitochondrial precursor [Homo sapiens]	3	0.0075714	0.5301916
EIF4A2	gi|386869503|gn|RPS3:6188| 40S ribosomal protein S3 isoform 2 [Homo sapiens]	3	0.9992200	0.0000428
MEPCE	gi|386869503|gn|RPS3:6188| 40S ribosomal protein S3 isoform 2 [Homo sapiens]	3	1.0000000	0.0000000
EIF4A2	gi|386869506|gn|RPS3:6188| 40S ribosomal protein S3 isoform 3 [Homo sapiens]	3	0.9950183	0.0002485
MEPCE	gi|386869506|gn|RPS3:6188| 40S ribosomal protein S3 isoform 3 [Homo sapiens]	3	0.9999958	0.0000001
EIF4A2	gi|387527974|gn|DCTN2:10540| dynactin subunit 2 isoform 3 [Homo sapiens]	3	0.0000696	0.6746395
MEPCE	gi|387527974|gn|DCTN2:10540| dynactin subunit 2 isoform 3 [Homo sapiens]	3	0.0002890	0.6387686
EIF4A2	gi|387527981|gn|EIF2B3:8891| translation initiation factor eIF-2B subunit gamma isoform 3 [Homo sapiens]	3	0.6698155	0.0539259
MEPCE	gi|387527981|gn|EIF2B3:8891| translation initiation factor eIF-2B subunit gamma isoform 3 [Homo sapiens]	3	0.0053472	0.5499336
EIF4A2	gi|387849036|gn|NSRP1:84081| nuclear speckle splicing regulatory protein 1 isoform 2 [Homo sapiens]	3	0.0000199	0.6997689
MEPCE	gi|387849036|gn|NSRP1:84081| nuclear speckle splicing regulatory protein 1 isoform 2 [Homo sapiens]	3	0.0900510	0.3836410
EIF4A2	gi|388240786|gn|PFDN6:10471| prefoldin subunit 6 [Homo sapiens]	3	0.0015843	0.5976162
MEPCE	gi|388240786|gn|PFDN6:10471| prefoldin subunit 6 [Homo sapiens]	3	0.0000111	0.7083194
EIF4A2	gi|388490152|gn|LARP7:51574| la-related protein 7 isoform 2 [Homo sapiens]	3	0.0346897	0.4530287
MEPCE	gi|388490152|gn|LARP7:51574| la-related protein 7 isoform 2 [Homo sapiens]	3	1.0000000	0.0000000
EIF4A2	gi|389616156|gn|EIF3C:8663| eukaryotic translation initiation factor 3 subunit C [Homo sapiens]	3	1.0000000	0.0000000
MEPCE	gi|389616156|gn|EIF3C:8663| eukaryotic translation initiation factor 3 subunit C [Homo sapiens]	3	0.3460482	0.1969736
EIF4A2	gi|391224461|gn|PRPF40B:25766| pre-mRNA-processing factor 40 homolog B [Homo sapiens]	3	1.0000000	0.0000000
MEPCE	gi|391224461|gn|PRPF40B:25766| pre-mRNA-processing factor 40 homolog B [Homo sapiens]	3	0.0121426	0.5080196
EIF4A2	gi|391353390|gn|SRP72:6731| signal recognition particle 72 kDa protein isoform 2 [Homo sapiens]	3	0.0548680	0.4249539
MEPCE	gi|391353390|gn|SRP72:6731| signal recognition particle 72 kDa protein isoform 2 [Homo sapiens]	3	0.0876805	0.3856887
EIF4A2	gi|392494084|gn|EIF6:3692| eukaryotic translation initiation factor 6 isoform a [Homo sapiens]	3	0.8659430	0.0088135
MEPCE	gi|392494084|gn|EIF6:3692| eukaryotic translation initiation factor 6 isoform a [Homo sapiens]	3	0.7607406	0.0217949
EIF4A2	gi|392513652|gn|PAAF1:80227| proteasomal ATPase-associated factor 1 isoform 1 [Homo sapiens]	3	0.0012523	0.6028005
MEPCE	gi|392513652|gn|PAAF1:80227| proteasomal ATPase-associated factor 1 isoform 1 [Homo sapiens]	3	0.0003162	0.6369406
EIF4A2	gi|392513662|gn|ILF2:3608| interleukin enhancer-binding factor 2 isoform 2 [Homo sapiens]	3	0.9996251	0.0000175
MEPCE	gi|392513662|gn|ILF2:3608| interleukin enhancer-binding factor 2 isoform 2 [Homo sapiens]	3	0.9989455	0.0000629
EIF4A2	gi|392583865|gn|SLIRP:81892| SRA stem-loop-interacting RNA-binding protein, mitochondrial isoform 2 precursor [Homo sapiens]	3	0.0081532	0.5254261
MEPCE	gi|392583865|gn|SLIRP:81892| SRA stem-loop-interacting RNA-binding protein, mitochondrial isoform 2 precursor [Homo sapiens]	3	0.0263762	0.4700867
EIF4A2	gi|392583868|gn|SLIRP:81892| SRA stem-loop-interacting RNA-binding protein, mitochondrial isoform 3 precursor [Homo sapiens]	3	0.1410583	0.3401120
MEPCE	gi|392583868|gn|SLIRP:81892| SRA stem-loop-interacting RNA-binding protein, mitochondrial isoform 3 precursor [Homo sapiens]	3	0.2132907	0.2921826
EIF4A2	gi|393715091|gn|TUBA1A:7846| tubulin alpha-1A chain isoform 1 [Homo sapiens]	3	0.0000029	0.7202090
MEPCE	gi|393715091|gn|TUBA1A:7846| tubulin alpha-1A chain isoform 1 [Homo sapiens]	3	0.0000019	0.7233284
EIF4A2	gi|394582093|gn|MCM3:4172| DNA replication licensing factor MCM3 isoform 1 [Homo sapiens]	3	0.4811058	0.1325796
MEPCE	gi|394582093|gn|MCM3:4172| DNA replication licensing factor MCM3 isoform 1 [Homo sapiens]	3	0.0905629	0.3831275
EIF4A2	gi|394953893|gn|PSMB6:5694| proteasome subunit beta type-6 isoform 2 proprotein [Homo sapiens]	3	0.0018796	0.5899751
MEPCE	gi|394953893|gn|PSMB6:5694| proteasome subunit beta type-6 isoform 2 proprotein [Homo sapiens]	3	0.0000985	0.6660530
EIF4A2	gi|394953908|gn|PSMD11:5717| 26S proteasome non-ATPase regulatory subunit 11 [Homo sapiens]	3	0.0003005	0.6379584
MEPCE	gi|394953908|gn|PSMD11:5717| 26S proteasome non-ATPase regulatory subunit 11 [Homo sapiens]	3	0.0000229	0.6972331
EIF4A2	gi|395132450|gn|RPL13A:23521| 60S ribosomal protein L13a isoform 2 [Homo sapiens]	3	0.9999747	0.0000007
MEPCE	gi|395132450|gn|RPL13A:23521| 60S ribosomal protein L13a isoform 2 [Homo sapiens]	3	1.0000000	0.0000000
EIF4A2	gi|395455051|gn|SREK1:140890| splicing regulatory glutamine/lysine-rich protein 1 isoform c [Homo sapiens]	3	0.0000040	0.7172664
MEPCE	gi|395455051|gn|SREK1:140890| splicing regulatory glutamine/lysine-rich protein 1 isoform c [Homo sapiens]	3	0.0000012	0.7261468
EIF4A2	gi|395455053|gn|SREK1:140890| splicing regulatory glutamine/lysine-rich protein 1 isoform d [Homo sapiens]	3	0.0023162	0.5815048
MEPCE	gi|395455053|gn|SREK1:140890| splicing regulatory glutamine/lysine-rich protein 1 isoform d [Homo sapiens]	3	0.0016956	0.5943396
EIF4A2	gi|39652628|gn|FAM120A:23196| constitutive coactivator of PPAR-gamma-like protein 1 [Homo sapiens]	3	1.0000000	0.0000000
MEPCE	gi|39652628|gn|FAM120A:23196| constitutive coactivator of PPAR-gamma-like protein 1 [Homo sapiens]	3	0.2812278	0.2605214
EIF4A2	gi|397174790|gn|LUC7L2:51631| putative RNA-binding protein Luc7-like 2 isoform 4 [Homo sapiens]	3	0.0000010	0.7275345
MEPCE	gi|397174790|gn|LUC7L2:51631| putative RNA-binding protein Luc7-like 2 isoform 4 [Homo sapiens]	3	0.0000117	0.7075261
EIF4A2	gi|39725634|gn|LARP1:23367| la-related protein 1 isoform 1 [Homo sapiens]	3	0.9385703	0.0032810
MEPCE	gi|39725634|gn|LARP1:23367| la-related protein 1 isoform 1 [Homo sapiens]	3	0.1541235	0.3301273
EIF4A2	gi|39780588|gn|TSR1:55720| pre-rRNA-processing protein TSR1 homolog [Homo sapiens]	3	0.0016649	0.5948471
MEPCE	gi|39780588|gn|TSR1:55720| pre-rRNA-processing protein TSR1 homolog [Homo sapiens]	3	0.0002941	0.6385664
EIF4A2	gi|39930523|gn|C11orf84:144097| uncharacterized protein C11orf84 [Homo sapiens]	3	0.0022377	0.5841884
MEPCE	gi|39930523|gn|C11orf84:144097| uncharacterized protein C11orf84 [Homo sapiens]	3	0.4267013	0.1504077
EIF4A2	gi|39995082|gn|NSUN2:54888| tRNA (cytosine(34)-C(5))-methyltransferase isoform 1 [Homo sapiens]	3	0.0082370	0.5240473
MEPCE	gi|39995082|gn|NSUN2:54888| tRNA (cytosine(34)-C(5))-methyltransferase isoform 1 [Homo sapiens]	3	0.1958236	0.3041780
EIF4A2	gi|40068518|gn|PGD:5226| 6-phosphogluconate dehydrogenase, decarboxylating [Homo sapiens]	3	0.0000213	0.6982243
MEPCE	gi|40068518|gn|PGD:5226| 6-phosphogluconate dehydrogenase, decarboxylating [Homo sapiens]	3	0.1103081	0.3665095
EIF4A2	gi|40217847|gn|SNRNP200:23020| U5 small nuclear ribonucleoprotein 200 kDa helicase [Homo sapiens]	3	0.0004997	0.6255745
MEPCE	gi|40217847|gn|SNRNP200:23020| U5 small nuclear ribonucleoprotein 200 kDa helicase [Homo sapiens]	3	0.7444231	0.0245136
EIF4A2	gi|40254834|gn|KIF1C:10749| kinesin-like protein KIF1C [Homo sapiens]	3	0.0446448	0.4405872
MEPCE	gi|40254834|gn|KIF1C:10749| kinesin-like protein KIF1C [Homo sapiens]	3	0.0001488	0.6564542
EIF4A2	gi|40254851|gn|PKN3:29941| serine/threonine-protein kinase N3 [Homo sapiens]	3	0.0030168	0.5735292
MEPCE	gi|40254851|gn|PKN3:29941| serine/threonine-protein kinase N3 [Homo sapiens]	3	1.0000000	0.0000000
EIF4A2	gi|40254924|gn|LRRC59:55379| leucine-rich repeat-containing protein 59 [Homo sapiens]	3	0.4737422	0.1338652
MEPCE	gi|40254924|gn|LRRC59:55379| leucine-rich repeat-containing protein 59 [Homo sapiens]	3	1.0000000	0.0000000
EIF4A2	gi|40254978|gn|FIP1L1:81608| pre-mRNA 3'-end-processing factor FIP1 isoform 1 [Homo sapiens]	3	0.6667047	0.0655335
MEPCE	gi|40254978|gn|FIP1L1:81608| pre-mRNA 3'-end-processing factor FIP1 isoform 1 [Homo sapiens]	3	0.0018044	0.5925536
EIF4A2	gi|402794155|gn|PUF60:22827| poly(U)-binding-splicing factor PUF60 isoform f [Homo sapiens]	3	0.0028454	0.5749251
MEPCE	gi|402794155|gn|PUF60:22827| poly(U)-binding-splicing factor PUF60 isoform f [Homo sapiens]	3	0.0500616	0.4310017
EIF4A2	gi|402794208|gn|PUF60:22827| poly(U)-binding-splicing factor PUF60 isoform h [Homo sapiens]	3	0.0003183	0.6367363
MEPCE	gi|402794208|gn|PUF60:22827| poly(U)-binding-splicing factor PUF60 isoform h [Homo sapiens]	3	0.0097764	0.5166848
EIF4A2	gi|40288288|gn|CARM1:10498| histone-arginine methyltransferase CARM1 [Homo sapiens]	3	0.9999912	0.0000002
MEPCE	gi|40288288|gn|CARM1:10498| histone-arginine methyltransferase CARM1 [Homo sapiens]	3	0.0158938	0.4948735
EIF4A2	gi|40353734|gn|NPM1:4869| nucleophosmin isoform 2 [Homo sapiens]	3	0.1900046	0.3070183
MEPCE	gi|40353734|gn|NPM1:4869| nucleophosmin isoform 2 [Homo sapiens]	3	1.0000000	0.0000000
EIF4A2	gi|40354195|gn|KRT18:3875| keratin, type I cytoskeletal 18 [Homo sapiens]	3	0.4140686	0.1551245
MEPCE	gi|40354195|gn|KRT18:3875| keratin, type I cytoskeletal 18 [Homo sapiens]	3	0.5716959	0.1120612
EIF4A2	gi|40789249|gn|DARS2:55157| aspartate--tRNA ligase, mitochondrial [Homo sapiens]	3	0.4262942	0.1510811
MEPCE	gi|40789249|gn|DARS2:55157| aspartate--tRNA ligase, mitochondrial [Homo sapiens]	3	0.1029309	0.3743455
EIF4A2	gi|40805825|gn|COPE:11316| coatomer subunit epsilon isoform b [Homo sapiens]	3	0.0035914	0.5643811
MEPCE	gi|40805825|gn|COPE:11316| coatomer subunit epsilon isoform b [Homo sapiens]	3	0.0001382	0.6586346
EIF4A2	gi|40807485|gn|PRPF6:24148| pre-mRNA-processing factor 6 [Homo sapiens]	3	0.0248687	0.4717457
MEPCE	gi|40807485|gn|PRPF6:24148| pre-mRNA-processing factor 6 [Homo sapiens]	3	0.9992209	0.0000402
EIF4A2	gi|410170078|gn|LOC100996606:100996606| PREDICTED: uncharacterized protein LOC100996606 [Homo sapiens]	3	0.3535576	0.1876674
MEPCE	gi|410170078|gn|LOC100996606:100996606| PREDICTED: uncharacterized protein LOC100996606 [Homo sapiens]	3	1.0000000	0.0000000
EIF4A2	gi|410172437|gn|LOC100996643:100996643| PREDICTED: monofunctional C1-tetrahydrofolate synthase, mitochondrial-like [Homo sapiens]	3	0.0000208	0.6990688
MEPCE	gi|410172437|gn|LOC100996643:100996643| PREDICTED: monofunctional C1-tetrahydrofolate synthase, mitochondrial-like [Homo sapiens]	3	0.0073338	0.5322061
EIF4A2	gi|410173613|gn|LOC101059922:101059922| PREDICTED: uncharacterized LOC101059922 [Homo sapiens]	3	0.0006348	0.6202934
MEPCE	gi|410173613|gn|LOC101059922:101059922| PREDICTED: uncharacterized LOC101059922 [Homo sapiens]	3	0.0002240	0.6466760
EIF4A2	gi|410991931|gn|PYCR2:29920| pyrroline-5-carboxylate reductase 2 isoform 2 [Homo sapiens]	3	0.0006723	0.6175971
MEPCE	gi|410991931|gn|PYCR2:29920| pyrroline-5-carboxylate reductase 2 isoform 2 [Homo sapiens]	3	0.0031503	0.5724062
EIF4A2	gi|41281453|gn|SLK:9748| STE20-like serine/threonine-protein kinase [Homo sapiens]	3	0.9990965	0.0000538
MEPCE	gi|41281453|gn|SLK:9748| STE20-like serine/threonine-protein kinase [Homo sapiens]	3	0.7493860	0.0239622
EIF4A2	gi|41281798|gn|TAB1:10454| TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 isoform beta [Homo sapiens]	3	0.0000013	0.7259141
MEPCE	gi|41281798|gn|TAB1:10454| TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 isoform beta [Homo sapiens]	3	0.0000007	0.7290222
EIF4A2	gi|41327771|gn|DDX23:9416| probable ATP-dependent RNA helicase DDX23 [Homo sapiens]	3	0.3173832	0.2452473
MEPCE	gi|41327771|gn|DDX23:9416| probable ATP-dependent RNA helicase DDX23 [Homo sapiens]	3	1.0000000	0.0000000
EIF4A2	gi|41327773|gn|DDX46:9879| probable ATP-dependent RNA helicase DDX46 [Homo sapiens]	3	0.0000286	0.6940751
MEPCE	gi|41327773|gn|DDX46:9879| probable ATP-dependent RNA helicase DDX46 [Homo sapiens]	3	0.0000425	0.6854249
EIF4A2	gi|41327779|gn|DDX55:57696| ATP-dependent RNA helicase DDX55 [Homo sapiens]	3	0.6369187	0.0883142
MEPCE	gi|41327779|gn|DDX55:57696| ATP-dependent RNA helicase DDX55 [Homo sapiens]	3	0.3384589	0.2110955
EIF4A2	gi|41393554|gn|LUC7L:55692| putative RNA-binding protein Luc7-like 1 isoform b [Homo sapiens]	3	0.0005128	0.6249223
MEPCE	gi|41393554|gn|LUC7L:55692| putative RNA-binding protein Luc7-like 1 isoform b [Homo sapiens]	3	0.7876756	0.0166607
EIF4A2	gi|41399285|gn|HSPD1:3329| 60 kDa heat shock protein, mitochondrial [Homo sapiens]	3	0.0000819	0.6711579
MEPCE	gi|41399285|gn|HSPD1:3329| 60 kDa heat shock protein, mitochondrial [Homo sapiens]	3	0.0010977	0.6080936
EIF4A2	gi|414144872|gn|COPZ1:22818| coatomer subunit zeta-1 isoform 3 [Homo sapiens]	3	0.0000154	0.7034940
MEPCE	gi|414144872|gn|COPZ1:22818| coatomer subunit zeta-1 isoform 3 [Homo sapiens]	3	0.0013281	0.6020678
EIF4A2	gi|41872631|gn|FASN:2194| fatty acid synthase [Homo sapiens]	3	0.0453740	0.4392339
MEPCE	gi|41872631|gn|FASN:2194| fatty acid synthase [Homo sapiens]	3	0.0293619	0.4637887
EIF4A2	gi|419636284|gn|AP3B1:8546| AP-3 complex subunit beta-1 isoform 2 [Homo sapiens]	3	0.0000211	0.6985064
MEPCE	gi|419636284|gn|AP3B1:8546| AP-3 complex subunit beta-1 isoform 2 [Homo sapiens]	3	0.0001615	0.6544311
EIF4A2	gi|422398841|gn|PSMD6:9861| 26S proteasome non-ATPase regulatory subunit 6 isoform 3 [Homo sapiens]	3	0.0000302	0.6924713
MEPCE	gi|422398841|gn|PSMD6:9861| 26S proteasome non-ATPase regulatory subunit 6 isoform 3 [Homo sapiens]	3	0.0000011	0.7269580
EIF4A2	gi|422398887|gn|DYNC1I2:1781| cytoplasmic dynein 1 intermediate chain 2 isoform 2 [Homo sapiens]	3	0.0015944	0.5971155
MEPCE	gi|422398887|gn|DYNC1I2:1781| cytoplasmic dynein 1 intermediate chain 2 isoform 2 [Homo sapiens]	3	0.0000151	0.7039022
EIF4A2	gi|422398894|gn|DYNC1I2:1781| cytoplasmic dynein 1 intermediate chain 2 isoform 4 [Homo sapiens]	3	0.0000354	0.6898102
MEPCE	gi|422398894|gn|DYNC1I2:1781| cytoplasmic dynein 1 intermediate chain 2 isoform 4 [Homo sapiens]	3	0.0000510	0.6817008
EIF4A2	gi|42542379|gn|SRRM1:10250| serine/arginine repetitive matrix protein 1 [Homo sapiens]	3	0.3252357	0.2413099
MEPCE	gi|42542379|gn|SRRM1:10250| serine/arginine repetitive matrix protein 1 [Homo sapiens]	3	0.7666690	0.0207454
EIF4A2	gi|42544159|gn|HSPH1:10808| heat shock protein 105 kDa [Homo sapiens]	3	0.0000020	0.7229720
MEPCE	gi|42544159|gn|HSPH1:10808| heat shock protein 105 kDa [Homo sapiens]	3	0.0000010	0.7273042
EIF4A2	gi|42558250|gn|CAPRIN1:4076| caprin-1 isoform 1 [Homo sapiens]	3	0.0000009	0.7278793
MEPCE	gi|42558250|gn|CAPRIN1:4076| caprin-1 isoform 1 [Homo sapiens]	3	0.0006743	0.6171440
EIF4A2	gi|42558252|gn|CHCHD1:118487| coiled-coil-helix-coiled-coil-helix domain-containing protein 1 [Homo sapiens]	3	0.0000036	0.7186227
MEPCE	gi|42558252|gn|CHCHD1:118487| coiled-coil-helix-coiled-coil-helix domain-containing protein 1 [Homo sapiens]	3	0.0000520	0.6809139
EIF4A2	gi|42560244|gn|PPIG:9360| peptidyl-prolyl cis-trans isomerase G [Homo sapiens]	3	0.0001283	0.6604305
MEPCE	gi|42560244|gn|PPIG:9360| peptidyl-prolyl cis-trans isomerase G [Homo sapiens]	3	0.6686099	0.0574991
EIF4A2	gi|426214088|gn|RCN2:5955| reticulocalbin-2 isoform b precursor [Homo sapiens]	3	0.0001533	0.6559048
MEPCE	gi|426214088|gn|RCN2:5955| reticulocalbin-2 isoform b precursor [Homo sapiens]	3	0.0047324	0.5563642
EIF4A2	gi|42718020|gn|RP9:6100| retinitis pigmentosa 9 protein [Homo sapiens]	3	0.0100858	0.5149009
